pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
FF,2023-10-04,93.4,-0.9,5.59,"Gray, Sonny",474832,543243,,swinging_strike,,,,,5,Brandon Belt strikes out swinging.,F,L,R,MIN,TOR,S,,,0,0,2023,-0.06,1.22,0.19,2.36,,,543807,0,1,Top,,,,,,,2.9523803504537516,-136.04740375871864,-5.307506729532634,-1.3391119126227855,28.199750864688653,-16.068279319390577,3.2,1.57,,,,94.3,2495,6.6,748583,680777,666135,666397,593871,621043,670242,572191,596146,53.88,,,,,,,,2,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,209,0.0,-0.054,,,,0.054,,0,0,0.464,0.536,33,35,34,35,1,0,6,1,6,,1.38,0.06,-0.06,47.6
SI,2023-10-04,93.0,-0.82,5.68,"Gray, Sonny",543807,543243,single,hit_into_play,,,,,4,George Springer singles on a sharp line drive to left fielder Matt Wallner.,F,R,R,MIN,TOR,X,7,line_drive,0,1,2023,-0.44,0.87,-0.52,2.67,,,,0,1,Top,50.91,114.94,,,,,1.7482361621621043,-135.5775835697696,-3.915685638156977,-5.848060714258743,27.449512405514877,-20.842586884225703,3.62,1.65,182,111.8,9,94.0,2277,6.6,748583,680777,666135,666397,593871,621043,670242,572191,596146,53.89,0.857,0.863,0.9,1,1,0,5,1,2,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,196,-0.036,0.426,,,1.142,-0.426,111.8,0,0,0.5,0.5,33,33,34,34,1,0,6,1,6,,1.74,0.44,0.44,49.9
FF,2023-10-04,92.8,-0.94,5.64,"Gray, Sonny",543807,543243,,foul,,,,,5,George Springer singles on a sharp line drive to left fielder Matt Wallner.,F,R,R,MIN,TOR,S,,,0,0,2023,0.07,1.17,0.26,2.87,,,,0,1,Top,,,,,,,2.9034206748617413,-135.26224951171378,-3.9338178174252287,0.3305609304814221,26.393107577369125,-17.139979544900683,3.63,1.66,111,86.2,72,93.7,2421,6.5,748583,680777,666135,666397,593871,621043,670242,572191,596146,54.0,,,,,,,,1,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Standard,Standard,207,0.0,-0.038,,,,0.038,88.0,0,0,0.5,0.5,33,33,34,34,1,0,6,1,6,,1.45,-0.07,-0.07,45.3
FF,2023-10-04,97.7,-1.3,5.86,"Leclerc, José",678554,600917,strikeout,called_strike,,,,,7,Curtis Mead called out on strikes.,F,R,R,TB,TEX,S,2,,3,2,2023,-0.31,1.67,-0.43,1.52,623912,670623,,2,9,Bot,,,,,,,3.0190468315599146,-141.8632567432327,-9.84738420958431,-4.923870599454422,34.392187233329246,-7.559832050552123,3.57,1.56,,,,96.2,2697,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.83,,0.0,0.0,1,0,0,,75,8,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,206,-0.002,-0.521,,,,0.521,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,0.74,0.31,0.31,46.1
SL,2023-10-04,86.2,-1.69,5.63,"Leclerc, José",678554,600917,,blocked_ball,,,,,14,Curtis Mead called out on strikes.,F,R,R,TB,TEX,B,,,2,2,2023,0.62,0.75,1.38,0.75,623912,670623,,2,9,Bot,,,,,,,5.953987734403421,-125.2139017303934,-6.7648007038186595,5.296809226544817,26.38689995176209,-23.127785760788647,3.47,1.53,,,,85.1,2724,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.76,,,,,,,,75,7,Slider,1,7,1,7,7,1,1,7,Standard,Standard,100,0.0,0.109,,,,-0.109,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,2.34,-0.62,-0.62,35.6
FF,2023-10-04,97.3,-1.22,6.01,"Leclerc, José",678554,600917,,foul,,,,,1,Curtis Mead called out on strikes.,F,R,R,TB,TEX,S,,,2,2,2023,-0.43,1.66,-0.59,3.22,623912,670623,,2,9,Bot,,,,,,,2.635888064972114,-141.60066611708766,-5.702432568938239,-6.322381075087737,32.28966982042645,-8.771161884254582,3.46,1.63,,,,96.2,2638,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.84,,,,,,,,75,6,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,197,0.0,0.0,,,,0.0,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,0.75,0.43,0.43,44.6
SL,2023-10-04,85.5,-1.42,5.66,"Leclerc, José",678554,600917,,blocked_ball,,,,,14,Curtis Mead called out on strikes.,F,R,R,TB,TEX,B,,,1,2,2023,0.9,0.03,2.4,0.73,623912,670623,,2,9,Bot,,,,,,,7.138867274980732,-124.24444999767488,-5.3549853149822395,7.8664498396015,24.94494858466205,-31.022081114806333,3.45,1.49,,,,85.0,2751,6.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.48,,,,,,,,75,5,Slider,1,7,1,7,7,1,1,7,Standard,Standard,84,0.0,0.035,,,,-0.035,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,3.1,-0.9,-0.9,36.8
FF,2023-10-04,98.1,-0.87,6.1,"Leclerc, José",678554,600917,,foul,,,,,3,Curtis Mead called out on strikes.,F,R,R,TB,TEX,S,,,1,2,2023,-0.36,1.63,0.68,3.14,623912,670623,,2,9,Bot,,,,,,,4.965341987088716,-142.7399605625281,-6.203711141595837,-6.1030789904891725,33.83673443142078,-8.733901300071826,3.46,1.63,156,81.9,11,96.9,2596,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.81,,,,,,,,75,4,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,202,0.0,0.0,,,,0.0,88.0,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,0.75,0.36,0.36,43.1
SL,2023-10-04,86.6,-1.23,5.67,"Leclerc, José",678554,600917,,blocked_ball,,,,,14,Curtis Mead called out on strikes.,F,R,R,TB,TEX,B,,,0,2,2023,0.9,0.33,2.82,0.63,623912,670623,,2,9,Bot,,,,,,,7.7638008641755505,-125.87393376393015,-6.4753198241986,8.026822489767302,24.58119903041863,-27.514912944644948,3.52,1.63,,,,86.0,2712,5.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.65,,,,,,,,75,3,Slider,1,7,1,7,7,1,1,7,Standard,Standard,114,0.0,0.02,,,,-0.02,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,2.7,-0.9,-0.9,36.9
FF,2023-10-04,97.7,-1.05,6.0,"Leclerc, José",678554,600917,,foul,,,,,3,Curtis Mead called out on strikes.,F,R,R,TB,TEX,S,,,0,1,2023,-0.45,1.6,0.48,3.22,623912,670623,,2,9,Bot,,,,,,,5.094606095187725,-142.080507044669,-5.569123075434246,-7.28366678248718,34.40073387474739,-9.394455882529398,3.46,1.63,224,79.2,23,96.4,2587,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.78,,,,,,,,75,2,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,204,0.0,-0.148,,,,0.148,88.0,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,0.8,0.45,0.45,43.2
FF,2023-10-04,97.9,-1.17,5.96,"Leclerc, José",678554,600917,,called_strike,,,,,9,Curtis Mead called out on strikes.,F,R,R,TB,TEX,S,,,0,0,2023,-0.51,1.61,0.42,2.16,623912,670623,,2,9,Bot,,,,,,,5.4272851317390005,-142.24002088107014,-8.386867473597816,-8.198961153725982,33.51045072208024,-8.57866893587311,3.59,1.63,,,,96.7,2638,5.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.73,,,,,,,,75,1,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,209,0.0,-0.073,,,,0.073,,-6,-6,0.002,0.002,29,22,30,23,1,3,1,1,3,,0.78,0.51,0.51,40.8
SL,2023-10-04,85.9,-1.49,5.64,"Leclerc, José",622534,600917,strikeout,swinging_strike_blocked,,,,,14,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,S,2,,2,2,2023,0.78,0.29,1.96,0.81,623912,670623,,1,9,Bot,,,,,,,6.538846763720594,-124.95793717012646,-5.74683840163021,6.941054862573742,24.244171833257607,-28.243352937589123,3.4,1.63,,,,85.5,2723,6.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.55,,0.0,0.0,1,0,0,,74,6,Slider,1,7,1,7,7,1,1,7,Standard,Standard,93,-0.007,-0.624,,,,0.624,,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,2.8,-0.78,-0.78,35.1
FF,2023-10-04,98.1,-0.92,6.06,"Leclerc, José",622534,600917,,foul,,,,,12,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,S,,,2,2,2023,-0.24,1.56,0.94,3.74,623912,670623,,1,9,Bot,,,,,,,5.5182071807180515,-142.75943439030505,-4.335742323374134,-4.639050333667489,34.09785158572037,-10.010485931820392,3.4,1.63,5,77.0,-33,96.9,2626,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.8,,,,,,,,74,5,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,201,0.0,0.0,,,,0.0,88.0,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,0.81,0.24,0.24,44.5
FF,2023-10-04,98.3,-1.19,5.94,"Leclerc, José",622534,600917,,foul_tip,,,,,5,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,S,,,2,1,2023,-0.62,1.42,0.02,2.74,623912,670623,,1,9,Bot,,,,,,,4.672181585215614,-142.9830166767294,-6.418625762147841,-9.653994935955632,34.09375247551988,-11.415851719014288,3.4,1.63,,,,97.3,2537,5.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.7,,,,,,,,74,4,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,209,0.0,-0.166,,,,0.166,,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,0.95,0.62,0.62,40.0
SL,2023-10-04,85.3,-1.67,5.65,"Leclerc, José",622534,600917,,ball,,,,,14,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,B,,,1,1,2023,0.5,0.25,0.97,1.02,623912,670623,,1,9,Bot,,,,,,,5.173872994098242,-124.17556558326062,-5.074209046243112,4.121437346230915,24.29025647001487,-28.737533359467015,3.47,1.63,,,,84.6,2663,5.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.74,,,,,,,,74,3,Slider,1,7,1,7,7,1,1,7,Standard,Standard,126,0.0,0.033,,,,-0.033,,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,2.87,-0.5,-0.5,33.9
SL,2023-10-04,84.2,-1.58,5.63,"Leclerc, José",622534,600917,,blocked_ball,,,,,14,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,B,,,0,1,2023,0.79,0.2,1.69,0.62,623912,670623,,1,9,Bot,,,,,,,5.994943293949023,-122.48515961656116,-5.656313500140586,6.823194873926048,22.994238837616496,-29.256143492133365,3.33,1.44,,,,83.8,2605,5.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.58,,,,,,,,74,2,Slider,1,7,1,7,7,1,1,7,Standard,Standard,94,0.0,0.037,,,,-0.037,,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,3.0,-0.79,-0.79,35.4
FF,2023-10-04,97.8,-1.42,5.99,"Leclerc, José",622534,600917,,foul,,,,,8,Manuel Margot strikes out swinging.,F,R,R,TB,TEX,S,,,0,0,2023,-0.54,1.63,0.0,2.18,623912,670623,,1,9,Bot,,,,,,,5.028287578239678,-142.19018985243548,-8.421481639357939,-8.541605832728198,34.1379191604418,-8.256478603595694,3.4,1.63,240,72.4,39,96.6,2608,5.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.75,,,,,,,,74,1,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,208,0.0,-0.07,,,,0.07,88.0,-6,-6,0.009,0.009,29,28,30,29,1,3,1,1,3,,0.76,0.54,0.54,43.5
FC,2023-10-04,91.6,-1.59,5.74,"Leclerc, José",670623,600917,double,hit_into_play,,,,,5,Isaac Paredes doubles (1) on a line drive to left fielder Evan Carter.   Harold Ramirez to 3rd.,F,R,R,TB,TEX,X,7,line_drive,2,1,2023,0.34,0.6,-0.04,2.32,,,623912,1,9,Bot,30.33,107.69,,,,,3.162333483453027,-133.42038939085344,-4.035838048063038,3.3257145260931757,29.420657064987346,-24.366363784924857,3.22,1.55,245,86.4,18,90.7,2560,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.75,0.866,0.815,1.25,1,1,1,4,73,4,Cutter,1,7,1,7,7,1,1,7,Standard,Standard,164,0.007,0.91,,,0.983,-0.91,88.0,-6,-6,0.002,0.002,29,24,30,24,1,3,1,1,3,,2.12,-0.34,-0.34,34.9
FF,2023-10-04,97.1,-1.4,5.84,"Leclerc, José",670623,600917,,foul,,,,,1,Isaac Paredes doubles (1) on a line drive to left fielder Evan Carter.   Harold Ramirez to 3rd.,F,R,R,TB,TEX,S,,,2,0,2023,-0.49,1.46,-0.35,2.74,,,623912,1,9,Bot,,,,,,,3.874382144924673,-141.16122415609468,-5.987691956300111,-7.456598557623691,35.1803810160699,-11.476676299215098,3.22,1.55,148,97.1,76,95.4,2626,5.6,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.9,,,,,,,,73,3,4-Seam Fastball,1,7,1,7,7,1,1,7,Standard,Standard,208,0.0,-0.072,,,,0.072,97.1,-6,-6,0.002,0.002,29,24,30,24,1,3,1,1,3,,0.98,0.49,0.49,37.9
FC,2023-10-04,91.1,-1.59,5.84,"Leclerc, José",670623,600917,,ball,,,,,12,Isaac Paredes doubles (1) on a line drive to left fielder Evan Carter.   Harold Ramirez to 3rd.,F,R,R,TB,TEX,B,,,1,0,2023,0.46,0.54,1.35,2.88,,,623912,1,9,Bot,,,,,,,6.334706099615062,-132.59804816794443,-2.715227285738626,4.16614830271423,27.505101374658565,-25.41853644941109,3.37,1.55,,,,90.5,2677,5.8,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.67,,,,,,,,73,2,Cutter,1,7,1,7,7,1,1,7,Standard,Standard,173,0.0,0.063,,,,-0.063,,-6,-6,0.002,0.002,29,24,30,24,1,3,1,1,3,,2.2,-0.46,-0.46,37.4
SL,2023-10-04,85.1,-1.69,5.77,"Leclerc, José",670623,600917,,ball,,,,,14,Isaac Paredes doubles (1) on a line drive to left fielder Evan Carter.   Harold Ramirez to 3rd.,F,R,R,TB,TEX,B,,,0,0,2023,0.57,0.39,1.51,1.54,,,623912,1,9,Bot,,,,,,,6.3267496463517165,-123.75964651583293,-4.3560033001938,4.542924926077287,25.69579603524375,-27.46267905783959,3.45,1.55,,,,84.4,2506,6.0,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.52,,,,,,,,73,1,Slider,1,7,1,7,7,1,1,7,Standard,Standard,110,0.0,0.042,,,,-0.042,,-6,-6,0.002,0.002,29,24,30,24,1,3,1,1,3,,2.77,-0.57,-0.57,38.7
FF,2023-10-04,96.9,-1.55,5.77,"Leclerc, José",666139,600917,field_out,hit_into_play,,,,,4,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,X,7,fly_ball,2,2,2023,-0.48,1.55,-0.58,2.43,,,623912,0,9,Bot,53.06,80.14,,,,,3.6760564446933257,-140.90937634308438,-6.794805534574456,-7.308292224128506,35.81798100105777,-10.194869215177112,3.75,1.8,343,95.8,32,95.7,2567,5.9,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.62,0.211,0.367,0.0,1,0,0,5,72,5,4-Seam Fastball,1,7,1,7,7,1,1,7,Infield shade,Standard,212,-0.005,-0.323,,,0.686,0.323,95.8,-6,-6,0.007,0.007,29,25,30,25,1,3,1,1,3,,0.9,0.48,-0.48,39.3
CH,2023-10-04,90.3,-1.45,5.83,"Leclerc, José",666139,600917,,blocked_ball,,,,,13,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,B,,,1,2,2023,-1.5,0.77,-1.61,0.68,,,623912,0,9,Bot,,,,,,,2.751543225153772,-131.17271996213242,-8.340925246165462,-17.87409220185223,29.814588123468024,-21.706574030433107,3.79,1.8,,,,88.8,2275,5.6,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.88,,,,,,,,72,4,Changeup,1,7,1,7,7,1,1,7,Infield shade,Standard,213,0.0,0.068,,,,-0.068,,-6,-6,0.007,0.007,29,25,30,25,1,3,1,1,3,,2.06,1.5,-1.5,41.1
CH,2023-10-04,90.0,-1.35,5.78,"Leclerc, José",666139,600917,,ball,,,,,13,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,B,,,0,2,2023,-1.11,1.23,-1.05,0.93,,,623912,0,9,Bot,,,,,,,3.044267231807177,-130.80243407488874,-8.568174915894884,-13.416325791355588,27.78051301912424,-16.45784760357766,3.81,1.8,,,,88.8,2026,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.84,,,,,,,,72,3,Changeup,1,7,1,7,7,1,1,7,Infield shade,Standard,211,0.0,0.012,,,,-0.012,,-6,-6,0.007,0.007,29,25,30,25,1,3,1,1,3,,1.59,1.11,-1.11,41.2
FF,2023-10-04,96.1,-1.65,5.84,"Leclerc, José",666139,600917,,foul,,,,,5,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,S,,,0,1,2023,-0.5,1.5,-0.16,2.78,,,623912,0,9,Bot,,,,,,,5.010539668125517,-139.83549042909556,-5.879396289047857,-7.65106586595714,30.5030781278494,-11.28637342204028,3.75,1.8,96,76.7,15,95.1,2484,5.6,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.86,,,,,,,,72,2,4-Seam Fastball,1,7,1,7,7,1,1,7,Infield shade,Standard,215,0.0,-0.064,,,,0.064,88.0,-6,-6,0.007,0.007,29,25,30,25,1,3,1,1,3,,0.96,0.5,-0.5,42.0
FF,2023-10-04,95.9,-1.44,5.77,"Leclerc, José",666139,600917,,swinging_strike,,,,,5,Josh Lowe flies out to left fielder Evan Carter.,F,L,R,TB,TEX,S,,,0,0,2023,-0.81,1.5,-0.22,2.77,,,623912,0,9,Bot,,,,,,,4.983875956604063,-139.47689206174465,-5.648256260768336,-11.688291971523972,31.79916105616283,-11.481376461649685,3.75,1.8,,,,94.6,2507,5.6,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.92,,,,,,,,72,1,4-Seam Fastball,1,7,1,7,7,1,1,7,Infield shade,Standard,214,0.0,-0.054,,,,0.054,,-6,-6,0.007,0.007,29,25,30,25,1,3,1,1,3,,0.98,0.81,-0.81,40.5
SL,2023-10-04,83.3,-1.87,5.69,"Leclerc, José",623912,600917,single,hit_into_play,,,,,6,Harold Ramirez singles on a line drive to center fielder Leody Taveras.,F,R,R,TB,TEX,X,8,line_drive,0,0,2023,0.66,0.71,0.45,2.57,,,,0,9,Bot,143.01,63.05,,,,,3.999861798650497,-121.29520318668584,-2.1443518492464717,5.776498806001467,22.65480534965913,-24.900307862476744,3.22,1.5,284,98.2,15,82.7,2613,5.7,748580,641680,663993,543760,673962,608369,694497,665750,666969,54.77,0.734,0.738,0.9,1,1,0,4,71,1,Slider,1,7,1,7,7,1,1,7,Standard,Standard,124,0.004,0.388,,,0.985,-0.388,98.2,-6,-6,0.003,0.003,29,28,30,29,1,3,1,1,3,,2.55,-0.66,-0.66,34.1
SI,2023-10-04,93.1,-0.68,6.05,"Littell, Zack",663993,641793,strikeout,swinging_strike,,,,,7,Nathaniel Lowe strikes out swinging.,F,L,R,TB,TEX,S,2,,1,2,2023,-1.43,1.08,-0.38,1.55,,,,2,9,Top,,,,,,,3.909087529924721,-135.33431541478254,-8.138994207973354,-18.459982748178128,29.07563450375548,-17.36545535392356,3.43,1.55,,,,93.2,2155,6.4,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.15,,0.0,0.0,1,0,0,,70,4,Sinker,1,7,7,1,7,1,7,1,Strategic,Standard,213,0.0,-0.074,,,,0.074,,-6,6,0.003,0.997,27,27,28,28,1,4,5,1,,3,1.56,1.43,-1.43,41.2
ST,2023-10-04,79.4,-0.87,6.0,"Littell, Zack",663993,641793,,foul,,,,,9,Nathaniel Lowe strikes out swinging.,F,L,R,TB,TEX,S,,,1,1,2023,1.32,-0.37,0.37,1.87,,,,2,9,Top,,,,,,,0.2290871457762248,-115.57088403737262,-1.53845694850754,11.743793142802788,22.885516466547298,-35.367870776155705,3.43,1.55,211,82.8,57,78.9,2140,6.1,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.4,,,,,,,,70,3,Sweeper,1,7,7,1,7,1,7,1,Infield shade,Standard,38,0.0,-0.027,,,,0.027,88.0,-6,6,0.003,0.997,27,27,28,28,1,4,5,1,,3,4.0,-1.32,1.32,40.1
FS,2023-10-04,85.1,-0.67,6.17,"Littell, Zack",663993,641793,,foul,,,,,5,Nathaniel Lowe strikes out swinging.,F,L,R,TB,TEX,S,,,1,0,2023,-0.6,0.26,-0.2,2.15,,,,2,9,Top,,,,,,,2.3152087157192813,-123.81155597781452,-3.558768969197189,-6.654863244229482,27.38511803229272,-28.975220024725704,3.43,1.55,155,73.0,67,84.4,945,6.1,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.4,,,,,,,,70,2,Split-Finger,1,7,7,1,7,1,7,1,Infield shade,Standard,242,0.0,-0.022,,,,0.022,88.0,-6,6,0.003,0.997,27,27,28,28,1,4,5,1,,3,2.92,0.6,-0.6,42.6
FF,2023-10-04,93.7,-0.65,6.05,"Littell, Zack",663993,641793,,ball,,,,,11,Nathaniel Lowe strikes out swinging.,F,L,R,TB,TEX,B,,,0,0,2023,-0.81,1.38,-0.18,3.94,,,,2,9,Top,,,,,,,3.006806648056471,-136.39022986961288,-2.7526087960216197,-10.742144346866825,31.422091250340586,-14.647612568840453,3.52,1.55,,,,93.7,2070,6.4,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.13,,,,,,,,70,1,4-Seam Fastball,1,7,7,1,7,1,7,1,Strategic,Standard,206,0.0,0.016,,,,-0.016,,-6,6,0.003,0.997,27,27,28,28,1,4,5,1,,3,1.23,0.81,-0.81,42.6
FF,2023-10-04,94.1,-0.43,6.14,"Littell, Zack",666969,641793,field_out,hit_into_play,,,,,8,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,X,4,popup,3,2,2023,-0.6,1.63,-0.12,2.23,,,,1,9,Top,138.86,132.66,,,,,2.1355578457422686,-136.8662347292618,-8.042245552805483,-7.96092061066925,32.357446600763275,-10.112631856423116,3.45,1.74,173,92.6,62,94.0,2196,6.4,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.08,0.017,0.02,0.0,1,0,0,3,69,6,4-Seam Fastball,1,7,7,1,7,1,7,1,Infield shade,Standard,208,0.001,-0.207,,,0.026,0.207,92.6,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,0.96,0.6,0.6,46.5
SL,2023-10-04,89.5,-0.84,6.01,"Littell, Zack",666969,641793,,swinging_strike,,,,,14,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,S,,,3,1,2023,-0.18,0.69,0.51,1.62,,,,1,9,Top,,,,,,,3.723984281654751,-130.18999572830705,-6.224997257204667,-2.91068631672553,30.04098409843695,-23.17527249103835,3.45,1.74,,,,89.2,2254,6.3,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.18,,,,,,,,69,5,Slider,1,7,7,1,7,1,7,1,Standard,Standard,204,0.0,-0.066,,,,0.066,,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,2.18,0.18,0.18,41.1
ST,2023-10-04,79.4,-0.86,5.96,"Littell, Zack",666969,641793,,ball,,,,,14,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,B,,,2,1,2023,1.49,-0.6,1.27,0.34,,,,1,9,Top,,,,,,,1.855939770666259,-115.56170964590105,-4.365265435800483,12.88003117948252,23.66261511138563,-36.8454829291376,3.62,1.58,,,,79.1,2160,6.3,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.2,,,,,,,,69,4,Sweeper,1,7,7,1,7,1,7,1,Standard,Standard,36,0.0,0.077,,,,-0.077,,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,4.24,-1.49,-1.49,40.7
FF,2023-10-04,92.7,-0.5,6.13,"Littell, Zack",666969,641793,,ball,,,,,11,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,B,,,1,1,2023,-0.55,1.44,-1.0,4.09,,,,1,9,Top,,,,,,,-0.0677113650744039,-135.08305136893802,-2.579130195436057,-6.741776099538362,29.960638622613224,-14.26427826783097,3.59,1.74,,,,92.7,1857,6.3,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.24,,,,,,,,69,3,4-Seam Fastball,1,7,7,1,7,1,7,1,Standard,Standard,206,0.0,0.034,,,,-0.034,,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,1.21,0.55,0.55,43.9
SI,2023-10-04,92.0,-0.53,5.95,"Littell, Zack",666969,641793,,swinging_strike,,,,,12,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,S,,,1,0,2023,-1.28,1.23,0.9,2.76,,,,1,9,Top,,,,,,,6.411941073522354,-133.7973969974859,-4.934057731481339,-16.81055113269303,29.0390462722982,-16.494124425611272,3.45,1.74,,,,92.1,1900,6.4,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.13,,,,,,,,69,2,Sinker,1,7,7,1,7,1,7,1,Standard,Standard,213,0.0,-0.031,,,,0.031,,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,1.47,1.28,1.28,39.7
FF,2023-10-04,91.7,-0.43,6.21,"Littell, Zack",666969,641793,,ball,,,,,11,Adolis Garcia pops out to second baseman Curtis Mead.,F,R,R,TB,TEX,B,,,0,0,2023,-0.42,1.47,-0.92,3.96,,,,1,9,Top,,,,,,,-0.3164493930780659,-133.62583785516304,-3.027824977057488,-5.01316677629953,28.689512745631745,-14.06408654078176,3.62,1.74,,,,91.8,1931,6.3,748580,650907,650490,678554,670623,691406,668227,622534,666139,54.23,,,,,,,,69,1,4-Seam Fastball,1,7,7,1,7,1,7,1,Standard,Standard,204,0.0,0.025,,,,-0.025,,-6,6,0.002,0.998,27,30,28,30,1,4,5,1,,3,1.23,0.42,0.42,47.0
